type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url,description
Movie,Adventures in Babysitting,chris columbus,"elisabeth shue,maia brewton,keith coogan,anthony rapp,calvin levels,vincent phillip donofrio",United States,1987,TV-PG,"action adventure,comedy,coming of age",hotstar,6.9,14137185574855543942,https://m.media-amazon.com/images/M/MV5BYWU0MjgzOGYtZGNmMC00ODAwLTk0NzUtNDdjMTYwMTlkMTQ2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,A seemingly quiet night turns into a wild expedition for a teen babysitter.
TV Show,Running Wild with Bear Grylls,unknown,bear grylls,United States,2019,TV-PG,"action adventure,reality,survival",hotstar,1.0,4092174806427052048,https://m.media-amazon.com/images/M/MV5BMWFkZmE3ZmQtZTViMy00NzI3LWFjMjUtMGRmZmZhYWYwZjEyXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_SX300.jpg,Survivalist Bear Grylls takes celebrities on wild adventures they won’t forget.
TV Show,The Mysterious Benedict Society,unknown,"tony hale,kristen schaal,mystic inscho,seth carr,marta kessler,emmy deoliveira",United States,2021,TV-PG,"action adventure,family",hotstar,7.6,11153130843180172001,https://m.media-amazon.com/images/M/MV5BNzFjY2U3ZjQtY2MzZC00MzExLWFhYjYtZWE3YmFmNGJhZTg4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,Four gifted orphans are recruited by the eccentric Mr. Benedict to save the world.
TV Show,Disney Just Roll With It,unknown,"ramon reed,kaylin hayman,suzi barrett,tobie windham",United States,2018,TV-Y7,"comedy,family",hotstar,5.3,4733303154869976526,https://m.media-amazon.com/images/M/MV5BMTMwY2YyMDItNzcyYy00MDZiLWIwNzUtMDBiOTZmY2I2NmJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,This family's fate rests in the hands of the audience!
TV Show,"Heartland Docs, DVM",unknown,"dr erin schroeder,dr ben schroeder",United States,2019,TV-14,"animals  nature,docuseries,family",hotstar,8.8,11985431149569180768,https://m.media-amazon.com/images/M/MV5BNDJjY2JjNzgtMGI0NC00MTdiLWFkYzgtNTE4YmU3ZWJlYzMyXkEyXkFqcGdeQXVyMjg3OTQ2NTI@._V1_SX300.jpg,Heartland vets Ben and Erin Schroeder live and work among farmers in the Midwest.
Movie,Luca,enrico casarosa,"jacob tremblay,jack dylan grazer,emma berman,maya rudolph,marco barricelli,jim gaffigan",United States,2021,PG,"animation,buddy,coming of age",hotstar,7.4,6330713620789272710,https://m.media-amazon.com/images/M/MV5BZTQyNTU0MDktYTFkYi00ZjNhLWE2ODctMzBkM2U1ZTk3YTMzXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,"Join Luca, a young sea monster, as he experiences an unforgettable summer on the Italian Riviera."
Movie,The Happiest Millionaire,norman tokar,"fred macmurray,tommy steele,greer garson,geraldine page,gladys cooper,hermione baddeley",United States,1967,G,"biographical,coming of age,family",hotstar,6.5,17629339722974129369,https://m.media-amazon.com/images/M/MV5BOTJhMjM2NTgtNDM5Ni00YTBhLWJhZjMtOWNkOWMxMGY1ZGNlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,An immigrant finds a butler position in the home of a millionaire.
TV Show,Zenimation,unknown,unknown,United States,2020,TV-G,"animation,anthology,family",hotstar,7.5,17980084068168106859,https://m.media-amazon.com/images/M/MV5BNmU1NzdkMzItNTU4MC00NTAxLTk3MDItNjc3YmYxNzVkOTBhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"Unplug, relax and refresh your senses with the soundscapes of Disney Animation’s Zenimation."
TV Show,Gordon Ramsay: Uncharted,unknown,gordon ramsay,United States,2018,TV-14,"action adventure,docuseries,lifestyle",hotstar,7.7,1305611851172354242,https://m.media-amazon.com/images/M/MV5BZTQwNTgwOTctMDhhNC00MzU0LWI3ODktZWZlOWU0YmFiNjQyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Gordon Ramsay travels the globe on an epic adventure in search of culinary inspiration.
Movie,Raya and the Last Dragon,"don hall,carlos lópez estrada","kelly marie tran,awkwafina,izaac wang,gemma chan,daniel dae kim,benedict wong",United States,2021,PG,"action adventure,animation,family",hotstar,7.3,5715473484637042003,https://m.media-amazon.com/images/M/MV5BZWNiOTc4NGItNGY4YS00ZGNkLThkOWEtMDE2ODcxODEwNjkwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"When evil threatens Kumandra, Raya must find the last dragon to save it."
Movie,Red Tails,anthony hemingway,"terrence howard,cuba gooding jr,nate parker,david oyelowo,tristan wilds,neyo",United States,2012,PG-13,"action adventure,drama,historical",hotstar,5.9,4156074961263241751,https://m.media-amazon.com/images/M/MV5BNDQ5MTg2NzI4OF5BMl5BanBnXkFtZTcwMDM2NzQzNg@@._V1_SX300.jpg,Black fighter pilots get the chance to prove themselves during WWII.
TV Show,Disney Sydney To The Max,unknown,"ruth righi,ava kolker,jackson dollinger,christian simon,ian kesler,caroline rhea",United States,2018,TV-G,"comedy,coming of age,family",hotstar,6.4,5548267157598825469,https://m.media-amazon.com/images/M/MV5BNTNmYTZhMTEtZmExNi00Mzg5LThiMTktZDhlZTI4ZGVmMTk2XkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_SX300.jpg,Sydney navigates middle school with help from her Dad.
TV Show,Wicked Tuna,unknown,mike rowe,United States,2016,TV-14,"action adventure,animals  nature,docuseries",hotstar,6.5,14913061551782851904,https://m.media-amazon.com/images/M/MV5BZWU3YjYyMDEtNTU2OS00NDY2LTk1M2UtOTYyODA0ZGIyMDk1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,Massachusetts fishermen make their living one catch at a time in pursuit of the bluefin tuna.
Movie,Tinker Bell and the Legend of the NeverBeast,steve loter,"ginnifer goodwin,mae whitman,rosario dawson,lucy liu,ravensymoné,megan hilty",United States,2014,G,"action adventure,animation,fantasy",netflix,1.0,3072627932010515994,https://m.media-amazon.com/images/M/MV5BMjQyMTc4NDc2N15BMl5BanBnXkFtZTgwMDk3MTEwNzE@._V1_SX300.jpg,"When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature."
TV Show,Schoolhouse Rock!,unknown,"bob dorough,jack sheldon,lynn ahrens,grady tate,blossom dearie,essra mohawk",United States,1973,TV-G,"animals  nature,animation,kids",hotstar,,9948155609404057593,https://m.media-amazon.com/images/M/MV5BMTgyYTA0MTMtNWMwOS00YTdhLTg0NGMtOWJhMTNkMjQxZDUwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"Musical shorts teach kids history, grammar, and math."
TV Show,Race to the Center of the Earth,unknown,chris payne gilbert,United States,2021,TV-14,"action adventure,family,game show competition",hotstar,1.0,15474812076016399726,https://m.media-amazon.com/images/M/MV5BZTA4NTllNDYtNGYzNy00NzZiLWJlYjUtZDY0OWNiMWQ2NTlhXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,Race to the Center of the Earth. Four epic courses. One finish line.
TV Show,The Incredible Hulk,unknown,"neal mcdonough,john vernon,luke perry,lou ferrigno,genie francis",United States,1996,TV-Y7,"action adventure,animation,kids",hotstar,6.6,328475309025452773,https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,Scientist Bruce Banner develops a dangerous alter ego – a monster known as the Incredible Hulk.
Movie,Wild Hearts Can't Be Broken,steve miner,"gabrielle anwar,michael schoeffling,kathleen york,dylan kussman,cliff robertson,frank renzulli",United States,1991,G,"biographical,drama",hotstar,1.0,13771967702591707511,https://image.tmdb.org/t/p/w500/kY7KaiN3vh4g49Pn3ShM2ATnFVw.jpg,"A runaway is determined to become a death-defying horse ""diving girl."""
TV Show,Spider-Man,unknown,"christopher daniel barnes,edward asner,linda gray,rodney saulsberry,liz georges,saratoga ballantine",United States,1994,TV-Y7,"action adventure,animation,kids",hotstar,5.6,14318410414416501313,,A young man with spider-like abilities fights crime while trying to have a normal personal life.
TV Show,DuckTales,unknown,"david tennant,danny pudi,ben schwartz,bobby moynihan,kate micucci,tony anselmo",United States,2017,TV-Y7,"action adventure,animation,comedy",hotstar,8.1,9260893289624513494,https://m.media-amazon.com/images/M/MV5BYjNmYTAzZjgtYTE0NC00ZGUwLWEwYTYtMTI0ZTljYjI5MWVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Join Scrooge and family on globe-trotting adventures!
Movie,Oklahoma!,fred zinnemann,"gordon macrae,gloria grahame,gene nelson",United States,1956,TV-PG,"music,romance,western",hotstar,6.8,16115984918449358820,,Two young cowboys vie with a ranch hand and peddler for the hearts of the women they love.
Movie,Baby's Day Out,patrick read johnson,"joe mantegna,lara flynn boyle,joe pantoliano,brian haley,cynthia nixon,fred dalton thompson",United States,1994,PG,"action adventure,comedy,crime",hotstar,1.0,6965812992757739919,https://image.tmdb.org/t/p/w500/21U2jwl36hoTHsXB3fDuIQkcchu.jpg,Three bumbling kidnappers attempt to nab the baby of a rich couple.
Movie,Being the Queen,tom jennings,unknown,United States,2020,TV-14,"biographical,documentary",hotstar,6.6,8512598797581197233,https://m.media-amazon.com/images/M/MV5BNzNiMzA1NmItYzliMy00ODE4LTkwZjAtNTJjYWZhMzNmMGY0XkEyXkFqcGdeQXVyMTE4NDg2NjQ@._V1_SX300.jpg,Being the Queen tells the story of Queen Elizabeth II from those who know her best.
TV Show,Liv and Maddie,unknown,"dove cameron,joey bragg,tenzing norgay trainor,kali rocha,benjamin king",United States,2013,TV-G,"comedy,coming of age,kids",netflix,6.4,13726595927139584231,https://m.media-amazon.com/images/M/MV5BN2ExMDRmODAtNWViYy00MGE1LTkxY2ItYzQ5NGNiMTM3MDlkXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,"After four years in Hollywood as a television star, Liv returns to Wisconsin to discover that either she – or her family – has changed."
TV Show,Primal Survivor,unknown,hazen audel,United States,2014,TV-PG,"docuseries,reality,survival",hotstar,8.0,1697659370045213034,https://m.media-amazon.com/images/M/MV5BZWE1NjBiMzAtZjVhZS00YWJmLWFhMGUtM2IzZWU3ZWIwNmNjXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,Hazen Audel relives his most thrilling moments and reveals what it takes to become Primal Survivor.
Movie,White Fang 2: Myth of the White Wolf,ken olin,"scott bairstow,charmaine craig,alfred molina,geoffrey lewis,al harrington,anthony michael ruivivar",United States,1994,PG,"action adventure,animals  nature,drama",hotstar,5.4,10891474241672263441,https://m.media-amazon.com/images/M/MV5BNDBhOGRhMjEtNzIwYS00MDg1LTk2ZmItZDg1ZGVjNDc1NDI5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,A dog-wolf stops miners from destroying a sacred land.
Movie,Cesar Millan: The Real Story,doug shultz,cesar millan,United States,2012,TV-PG,"biographical,documentary",hotstar,7.2,2072722510968992402,https://m.media-amazon.com/images/M/MV5BY2Y0OTY2MjYtZGQxZC00Yjk2LTgzOTctYTJhNDFlNGI2MTAzXkEyXkFqcGdeQXVyMzU1NzExMTg@._V1_SX300.jpg,Follow Cesar Millan's incredible rise from impoverished illegal immigrant to celebrity dog trainer.
TV Show,Kick Buttowski: Suburban Daredevil,unknown,"charlie schlatter,matt jones,danny cooksey",United States,2010,TV-Y7,"action adventure,animation",hotstar,6.7,13286466080621574506,https://m.media-amazon.com/images/M/MV5BNGQwOTgyMjItNjBiMy00MTU0LThmOTQtN2RhODZjYmFmOGJlXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,Kick Buttowski is an extraordinary kid determined to become the worlds greatest daredevil.
Movie,Man of the House,james orr,"chevy chase,farrah fawcett,jonathan taylor thomas,george wendt",United States,1995,PG,"comedy,coming of age,crime",hotstar,5.4,368612595834740730,https://m.media-amazon.com/images/M/MV5BOTYzOWIxODAtNjkyMi00YTIyLTlhNjktODU3ZGM5YTQzMTBiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,A man joins the YMCA to impress the son of the woman of his dreams.
Movie,Ewoks: The Battle for Endor,"jim wheat,ken wheat","wilford brimley,warwick davis,aubree miller,siân phillips,carel struycken,niki botelho",United States,1985,TV-PG,"action adventure,fantasy,science fiction",hotstar,5.4,10905082589744551698,https://m.media-amazon.com/images/M/MV5BOWQ4YjdjOWUtMTRiNS00ODIyLWE0OTYtZTkxYjlmN2E4YTMyXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_SX300.jpg,The adventures of the Ewoks continue as Wicket and friends confront the evil Marauders.
Movie,Island at the Top of the World,robert stevenson,"david hartman,donald sinden,jacques marin,mako,david gwillim,agneta eckemyr",United States,1974,G,"action adventure,fantasy,survival",hotstar,1.0,156906693939761810,https://m.media-amazon.com/images/M/MV5BZTVmNzA1MTctOGZiMy00MDQ5LWJmMjUtYWQ5MzI5NTUxYTIxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,A man commissions an airship and crew to search for his missing son.
TV Show,Made in a Day,unknown,craig whitney,United States,2020,TV-PG,reality,hotstar,8.0,2153187222955494594,https://m.media-amazon.com/images/M/MV5BMTUyMDU0MTctZmVmOS00YWExLWFmNGMtNmMzNzA0MDJmYjNjXkEyXkFqcGdeQXVyMzIyNjQxODE@._V1_SX300.jpg,This is the story of how today’s biggest brands are made today.
Movie,The Last Ice,scott ressler,unknown,United States,2020,TV-14,"animals  nature,documentary",hotstar,7.4,2014913420815830070,https://m.media-amazon.com/images/M/MV5BNzgwMDM3NjktYzYzZC00NGRiLWFiMmUtMjNiZjQzNjdkZTc1XkEyXkFqcGdeQXVyMTA4NjE1MjY@._V1_SX300.jpg,"As climate change melts the Arctic ice, the indigenous people fight to protect the land."
TV Show,Walk the Prank,unknown,"cody veith,bryce gheisar,brandon severs,jillian shea spaeder,tobie windham",United States,2016,TV-Y7,"comedy,reality",hotstar,4.1,1219974663609947718,https://m.media-amazon.com/images/M/MV5BMGFhMDJhZjYtMmVlOS00ZmRhLThkZTEtMjdjMzVkMDhmZDY4XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,Chance and his crew prank unsuspecting targets.
TV Show,Pickle and Peanut,unknown,"johnny pemberton,jon heder,dana snyder,joel trussell",United States,2015,TV-Y7,comedy,hotstar,4.3,13059144416422161406,https://m.media-amazon.com/images/M/MV5BZmNkN2E2YWQtOGNlOS00ZDA2LTk0ZDQtZjI0ODRlOWU1MDc0XkEyXkFqcGdeQXVyMjUzMzE0MTk@._V1_SX300.jpg,The freewheeling adventures of Pickle and Peanut.
TV Show,Disney Big Hero 6 The Series,unknown,"scott adsit,ryan potter,brooks wheelan,jamie chung,khary payton,genesis rodriguez",United States,2017,TV-G,"action adventure,animation,kids",hotstar,7.2,11429446323499010124,https://m.media-amazon.com/images/M/MV5BY2FhMjIxZWYtNWNiZC00OThhLTg3MzYtNDAxNjRmMmZkMjZmXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_SX300.jpg,"Hiro, Baymax and team protect the city from villains."
TV Show,American Dragon: Jake Long,unknown,"dante basco,jeff bennett,amy bruckner,john dimaggio,charlie finn,kittie",United States,2004,TV-Y7,"action adventure,animation,comedy",hotstar,1.0,4491615391244240501,https://m.media-amazon.com/images/M/MV5BN2IzMGUzZjEtMDY0Mi00ZTczLTg3ZTktNjc5NDJjZDljNmExXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_SX300.jpg,Jake strives to find balance in his life as a New York teen learning to master his mystical powers.
TV Show,Dog With a Blog,unknown,"g hannelius,blake michael,francesca capaldi,stephen full,regan burns,beth littleford",United States,2012,TV-G,"comedy,fantasy",hotstar,5.0,1836299540750754105,https://m.media-amazon.com/images/M/MV5BMjM5ODIwODM4M15BMl5BanBnXkFtZTgwMTk5MDIwMjE@._V1_SX300.jpg,Tyler and Avery hide the fact that their new dog can talk.
Movie,Myth: A Frozen Tale,jeff gipson,evan rachel wood,United States,2021,TV-G,"animation,family,fantasy",hotstar,1.0,3312835724771026543,https://m.media-amazon.com/images/M/MV5BYWFlMDdhNzktNmE1MC00NWM2LWEzOTMtYmE4NjRhYWYxNzJjXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg,A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.
TV Show,Pair of Kings,unknown,"mitchel musso,doc shaw,kelsey chow,ryan ochoa,geno segers",United States,2010,TV-Y7,"action adventure,comedy,coming of age",hotstar,5.8,9572635675755909264,https://m.media-amazon.com/images/M/MV5BNWM2MWNkYTItOTA4Yi00YjQzLWEyZDMtNzIwM2U5M2Q1MTRhXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,"Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage."
TV Show,Secrets of Sulphur Springs,unknown,"preston oliver,kyliegh curran,elle graham,madeleine mcgraw,landon gordon,kelly frye",United States,2021,TV-PG,"family,fantasy,mystery",hotstar,7.6,14705042226276848689,https://m.media-amazon.com/images/M/MV5BZTg3ZGIxODUtYmJkNi00MjhjLWI2ZDItZTY4NzVhNzc4ZWFkXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_SX300.jpg,Griffin and his family move to a mysterious town.
Movie,Cheaper By the Dozen,shawn levy,"steve martin,bonnie hunt,hilary duff,tom welling,piper perabo",United States,2003,PG,"comedy,family",hotstar,5.9,12426572645288144389,https://m.media-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_SX300.jpg,Tom and Kate Baker discover that managing twelve children and big careers are a difficult mix.
Movie,Flora & Ulysses,lena khan,"matilda lawler,alyson hannigan,ben schwartz,anna deavere smith,danny pudi,benjamin evan ainsworth",United States,2021,PG,"comedy,coming of age,drama",hotstar,6.2,4364576959619089345,https://m.media-amazon.com/images/M/MV5BOTg2ZDY1MzEtNTBkOC00MDgzLWI3ZjUtYzhlMTRlZWQxZTJhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.
TV Show,Marvel Battleworld: Mystery of the Thanostones,unknown,"giles panton,rebecca shoichet,jesse inocalla,brad swaile,deven mack,ian hanlin",United States,2020,TV-Y7-FV,"action adventure,animation,fantasy",hotstar,5.9,13276016199950298090,https://m.media-amazon.com/images/M/MV5BMmNjZjIyZjctMzU0ZC00YWNiLWE5NGEtOTVhMzg1MzQwYWVhXkEyXkFqcGdeQXVyODQ4MjU1MDk@._V1_SX300.jpg,Iron Man and Captain Marvel team up to stop Thanos!
Movie,You Again,andy fickman,"kristen bell,sigourney weaver,jamie lee curtis,odette yustman,kristin chenoweth,victor garber",United States,2010,PG,comedy,hotstar,5.7,15975408715524085566,https://m.media-amazon.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX300.jpg,An unlikely reunion causes high school drama to resurface between a nice girl and her arch nemesis.
Movie,Expedition Everest,katie bauer murdock,tate donovan,United States,2020,TV-PG,"animals  nature,documentary",hotstar,6.5,5521641717504718201,https://m.media-amazon.com/images/M/MV5BZmNmNjkzMDUtZWQ3MS00NDk4LTgzZDYtMWQ0NmVlNDQ2MGJmXkEyXkFqcGdeQXVyNjk0NDgxNjI@._V1_SX300.jpg,Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.
TV Show,Dinosaurs,unknown,unknown,United States,1991,TV-PG,"comedy,family",hotstar,7.5,14347341078988456134,https://m.media-amazon.com/images/M/MV5BOWFkYjgzNmYtMjk4MC00NzliLTk1OGItNjBlNjllZGJhMDE3XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Dinosaurs raise a family during the Stone Age.
TV Show,Pixar Popcorn,unknown,"ellen degeneres,craig t nelson,holly hunter,keeganmichael key,jordan peele",United States,2021,TV-PG,"animation,anthology,family",hotstar,6.5,6722844889365193525,https://m.media-amazon.com/images/M/MV5BNGRjNGY2ODktNDMwNi00MzcyLTk3YzAtZDlmOGRjNGRjNjc2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.
TV Show,Elena of Avalor,unknown,"aimee carrero,jenna ortega,keith ferguson,jillian reed,carlos alazraqui,mikey kelley",United States,2015,TV-Y7,"action adventure,animation,fantasy",hotstar,6.5,2050688437948185231,https://m.media-amazon.com/images/M/MV5BM2IxZjZkNGQtMDhiMi00MmViLWFiYzQtZGFiNjJiYWIzZDVmXkEyXkFqcGdeQXVyMjI5MTc5MA@@._V1_SX300.jpg,Elena of Avalor must learn to rule!
TV Show,WandaVision,unknown,"elizabeth olsen,paul bettany,teyonah parris,kathryn hahn,randall park,kat dennings",United States,2021,TV-14,"drama,fantasy,mystery",hotstar,7.9,1529989398916549341,https://m.media-amazon.com/images/M/MV5BZGEwYmMwZmMtMTQ3MS00YWNhLWEwMmQtZTU5YTIwZmJjZGQ0XkEyXkFqcGdeQXVyMTI5MzA5MjA1._V1_SX300.jpg,Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.
TV Show,Disney Fam Jam,unknown,"phil wright,ariel martin,trevor tordjman",United States,2020,TV-G,"family,game show competition,reality",hotstar,5.0,10218974339142545837,https://m.media-amazon.com/images/M/MV5BZmM3ZjkwNDQtOGNiMC00NTUxLWIyYjItYzYzYzE3NzlmYmI4XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,Families across America compete in epic dance battles!
TV Show,Marvel Studios LEGENDS,unknown,unknown,United States,2021,TV-14,"action adventure,docuseries,fantasy",hotstar,1.0,11785785822104884052,https://m.media-amazon.com/images/M/MV5BMzdiNGVlZGYtMGY1Ni00OGU1LTlmYzEtZDBjYjk3OGM3YTNkXkEyXkFqcGdeQXVyNzk3NDUzNTc@._V1_SX300.jpg,Marvel Studios LEGENDS celebrates the heroes and villains of the highly anticipated Disney+ shows.
Movie,Toy Story: That Time Forgot,steve purcell,"tom hanks,tim allen,kristen schaal,kevin mckidd,emily hahn,wallace shawn",United States,2014,TV-G,"action adventure,animation,comedy",hotstar,7.1,3024570213640309923,https://m.media-amazon.com/images/M/MV5BOTc2OTA1MDM4M15BMl5BanBnXkFtZTgwNjczMDk5MjE@._V1_SX300.jpg,The Toy Story crew meet a delusional set of action figures.
