type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url
Movie,swiss family robinson,['edward ludwig'],"thomas mitchell,edna best,freddie bartholomew,terry kilburn,tim holt,baby quillan",United States,1940,PG,"action adventure,family,survival",hotstar,7.1,7475014639382512130,https://m.media-amazon.com/images/M/MV5BZDNkMjY1YzUtNjEyYi00Y2U0LTlhZmYtY2M5M2U3YjAyYTRjXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg
Movie,doubt,['john patrick shanley'],"meryl streep,philip seymour hoffman,amy adams,viola davis,alice drummond,audrie neenan,susan blommaert,carrie preston,lydia jordan,lloyd clay brown",United States,2008,PG-13,"drama,faith and spirituality",netflix,7.5,13847644053904730503,https://m.media-amazon.com/images/M/MV5BYWFjZmE2NGYtNGIzYi00Nzc2LTlhZWMtMTNkOTBkOTQ0MTJmXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg
Movie,reggie watts spatial,['benjamin dickinson'],reggie watts,United States,2016,TV-MA,"music,comedy",netflix,6.0,6055859363015542464,https://m.media-amazon.com/images/M/MV5BZGQyNDIwMzItZDkyYy00ODEzLTkyMDctNGMwMzdlYmJlYmZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Movie,john day,['ahishor solomon'],"naseeruddin shah,randeep hooda,shernaz patel,elena kazan,sharat saxena,vipin sharma,denzil smith,kenneth desai,sushil pandey",India,2013,TV-MA,"international,thriller",netflix,5.6,17372297126881058815,https://m.media-amazon.com/images/M/MV5BNmE1YzZiOTgtMmY2NS00NGEzLThhYWUtZDRmNDRkMjdiN2IyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
TV Show,too hot to handle,['unknown'],desiree burch,United States,2021,TV-MA,"reality,romance",netflix,4.7,82725205552352927,https://m.media-amazon.com/images/M/MV5BYzNkMmY0MWQtMzY1Mi00MTFlLWIxMTgtNGI5NTA3OGY0ZTc3XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
TV Show,secrets of the zoo tampa,['unknown'],"dr ray ball,dr lauren smith,chris massaro,tiffany burns,mike burns,melinda mendolusky",United States,2019,TV-PG,"animals  nature,docuseries,family",hotstar,8.4,275354621133803861,https://m.media-amazon.com/images/M/MV5BMTJkNTZiNDItMGY2Mi00NTUxLTgxY2MtZTRjNmMwZTU3YTM0XkEyXkFqcGdeQXVyMjcwMzIzNQ@@._V1_SX300.jpg
Movie,def comedy jam 25,['louis j horvitz'],"dave chappelle,steve harvey,cedric the entertainer,martin lawrence,tiffany haddish,katt williams,craig robinson,dl hughley,eddie griffin,jb smoove,joe torry,kid capri,mike epps,sheryl underwood,tracy morgan,deon cole",United States,2017,TV-MA,comedy,netflix,6.6,5736994224527528698,https://m.media-amazon.com/images/M/MV5BZWY0MzJjNmItNDc3OS00NzAwLTllM2QtYTQwODM1MTUzY2NmXkEyXkFqcGdeQXVyNTgxMjU0NTk@._V1_SX300.jpg
Movie,ringan,['makarand mane'],"shashank shende,sahil joshi,suhas sirsat,kalyanee mulay,vijay salve,umesh jagtap,shantanu gangane,abhay mahajan,vitthal patil,ketan pawar",India,2015,TV-14,"drama,international",netflix,1.0,2398359508925393925,url
TV Show,self made inspired by the life of madam cj walker,['unknown'],"octavia spencer,tiffany haddish,carmen ejogo,blair underwood,garrett morris,kevin carroll",United States,2020,TV-MA,drama,netflix,7.3,7098663274787278620,https://m.media-amazon.com/images/M/MV5BNGRkM2FjNDktOTI0Yi00MjJlLWI4NjAtZjU4NmMyOGM2MmI3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
TV Show,marvel ultimate spiderman,['unknown'],"drake bell,chi mcbride,steven weber,jk simmons,tom kenny,clark gregg",United States,2011,TV-Y7,"action adventure,animation,fantasy",hotstar,,8271164071413808430,https://m.media-amazon.com/images/M/MV5BNmMzODkwNDktMTkyMy00MmU5LWE4MGMtYzIzZjdjNmJiZDRiXkEyXkFqcGdeQXVyNDU1NDQ0NzE@._V1_SX300.jpg
Movie,the short game,['josh greenbaum'],"sky sudberry,allan kournikova,jed dy,zamokuhle nxasana,alexa pano,amari avery,augustin valery,kuang yang,jack nicklaus,gary player",United States,2013,PG,"family,documentaries,sports",netflix,7.3,15332118277199424978,https://m.media-amazon.com/images/M/MV5BMTQ1NDYxNTU0Nl5BMl5BanBnXkFtZTcwNDg0MDMyOQ@@._V1_SX300.jpg
TV Show,buried by the bernards,['unknown'],unknown,United States,2021,TV-14,reality,netflix,7.2,16536529140955017530,https://m.media-amazon.com/images/M/MV5BYmNlMTljNjItMWU2Mi00NGUwLWJlYzgtMzFmYWJkMzg5Y2M1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
TV Show,hemlock grove,['eli roth'],"famke janssen,landon liboiron,dougray scott,bill skarsgård,joel de la fuente,kaniehtiio horn,madeleine martin,michael andreae,penelope mitchell,freya tingley,laurie fortier,nicole boivin,ted dykstra,lili taylor,aaron douglas,kandyse mcclure,marty adams,demore barnes,madeline brewer",United States,2015,TV-MA,"horror,mystery,thriller",netflix,7.0,2966663592978496383,https://m.media-amazon.com/images/M/MV5BMjA5YWNjYzctY2FlMy00NDgxLWE3NjgtYTVhMTY5M2YwNzEyXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_SX300.jpg
Movie,grease,['randal kleiser'],"john travolta,olivia newtonjohn,stockard channing,jeff conaway,barry pearl,michael tucci,kelly ward,didi conn,jamie donnelly,dinah manoff,eve arden,dody goodman,sid caesar,joan blondell,frankie avalon",United States,1978,PG,"classic movies,comedy,music",netflix,7.2,17523739003296577895,https://m.media-amazon.com/images/M/MV5BZmUyMDEyOTgtZmUwOS00NTdkLThlNzctNTM1ODQ4M2VhMjdhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Movie,first kid,['david evans'],"sinbad,robert guillaume,timothy busfield,brock pierce,james naughton,art fleur",United States,1996,PG,"buddy,comedy,coming of age",hotstar,5.2,5681842302736713640,https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_SX300.jpg
TV Show,bandish bandits,['unknown'],"naseeruddin shah,shreya chaudhry,ritwik bhowmik,atul kulkarni,amit mistry,sheeba chaddha,rajesh tailang,kunaal roy kapur,rahul kumar,meghna malik,tridha choudhury,dilip shankar,rituraj k singh,shashi kiran",India,2020,16+,"action,drama,international",hotstar,8.6,6566574693838941031,https://m.media-amazon.com/images/M/MV5BOWY3NjY1MTMtZmNiZS00OGVkLThkMjYtMWVjYzFiZDJhMmQ5XkEyXkFqcGdeQXVyMTE1MTc3MTQw._V1_SX300.jpg
Movie,garfield gets real,"['mark az dippé', 'kyung ho lee']","frank welker,wally wingert,gregg berger,jennifer darling,pat fraley,jason marsden,neil ross,audrey wasilewski,stephen stanton,greg eagles",United States,2007,TV-Y,"family,comedy",netflix,4.4,8936705603626252727,https://m.media-amazon.com/images/M/MV5BNTY5YzIzMDItY2ViNi00ZDI1LWFiNjEtZTY0ZjM0ZGYwYWUwXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg
Movie,loving annabelle,['katherine brooks'],"erin kelly,diane gaidry,laura breckenridge,michelle horn,gustine fudickar,ilene graff,kevin mccarthy,markus flanagan",United States,2006,TV-MA,"drama,independent,lgbtq",netflix,6.3,18115437148181394413,https://m.media-amazon.com/images/M/MV5BZTY2MGY1YWQtNzJkMi00Yjg4LTg3ZTgtYmZjNWUxMjI3MDdjXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg
Movie,how to swim,['jack kinney'],unknown,United States,1942,TV-G,"animation,family,parody",hotstar,7.0,7449461557570499332,https://m.media-amazon.com/images/M/MV5BMWQ4ZjYxNDMtNjFjNi00YjU4LWJiNDItMjEwZmI3MTA2ZWEwXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg
TV Show,queer eye,['unknown'],"bobby berk,karamo brown,tan france,antoni porowski,jonathan van ness",United States,2020,TV-14,reality,netflix,8.5,10696105174152856122,https://m.media-amazon.com/images/M/MV5BMTdiYmYxYjItYjU2OS00NTU3LWJhYTAtYzIxYmNjOTkwMTE0XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_SX300.jpg
Movie,love shot,['steven fine'],"dakota loesch,amy tsang,john kapelos,cruz kim,victor j ho,clint jung,daniel phai,cindy chu,brian kurtis,pete herron",United States,2018,TV-MA,"drama,thriller",netflix,5.2,6949354507676297422,https://m.media-amazon.com/images/M/MV5BMDRjZjJjNjEtZTBjNi00OWJiLTkwMGYtYmI3ODE3NDZlMjE1XkEyXkFqcGdeQXVyNDkwODA3NTk@._V1_SX300.jpg
TV Show,chico bon bon monkey with a tool belt,['unknown'],"robbie daymond,dayci brookshire,anthony tedesco,andy abbott,roberta lemons,cole seaver",United States,2020,TV-Y,kids,netflix,6.3,13682343583760718419,https://m.media-amazon.com/images/M/MV5BYzAyNWZiZDUtNmFjZC00YmIwLWI4ZjUtNDY2NjA5ZjBmMTkxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,saving capitalism,['jacob kornbluth'],robert reich,United States,2017,TV-PG,documentaries,netflix,6.8,10225248201467951459,https://m.media-amazon.com/images/M/MV5BMTgyOTkxOTc4Nl5BMl5BanBnXkFtZTgwMjAwMDAxNDM@._V1_SX300.jpg
TV Show,power rangers dino charge,['unknown'],"brennan mejia,camille hyde,yoshi sudarso,michael taber,james davies,claire blackwelder",United States,2015,TV-Y7,kids,netflix,6.4,2774289000494194774,https://m.media-amazon.com/images/M/MV5BMTQzMzE1NDQ3Nl5BMl5BanBnXkFtZTgwMDYyMjI2NDE@._V1_SX300.jpg
Movie,roger cormans death race 2050,['gj echternkamp'],"manu bennett,malcolm mcdowell,marci miller,burt grinstead,folake olowofoyeku,ramsey moore,yancy butler,charlie farrell,shanna olson",United States,2017,R,"action adventure,scifi",netflix,1.0,2592455421187742997,url
TV Show,the assassination of gianni versace,['unknown'],"edgar ramírez,darren criss,ricky martin,penélope cruz",United States,2018,TV-MA,"crime,drama,thriller",netflix,7.7,12203278975852719873,https://m.media-amazon.com/images/M/MV5BNTU1OWRlZDktMTAzOS00MmQ1LWE3YjgtOGU3ZGE5ZGMzM2E1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,"ken jeong you complete me, ho",['jon m chu'],ken jeong,United States,2019,TV-MA,comedy,netflix,5.7,11219216740613223746,https://m.media-amazon.com/images/M/MV5BNTg2OGQ3ZjAtZWE3My00ZjlmLTg3NmYtMGJhYjM3MWI2MTIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,"honey, i blew up the kid",['randal kleiser'],"rick moranis,marcia strassman,lloyd bridges,robert oliveri,john shea,keri russell",United States,1992,PG,"comedy,family,science fiction",hotstar,4.9,10017688242574802469,https://m.media-amazon.com/images/M/MV5BOGU3N2MzOGYtODhmMy00Y2IzLWI3YmEtYzNiMTU1ZjY0ZDNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,the texas chainsaw massacre,['tobe hooper'],"gunnar hansen,jim siedow,marilyn burns,edwin neal,paul a partain,teri mcminn,william vail,john dugan,john henry faulk,allen danziger",United States,1974,R,"cult,horror,independent",netflix,6.2,14964709363110890501,https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,crips and bloods made in america,['stacy peralta'],"jim brown,forest whitaker",United States,2008,16+,documentary,hotstar,6.8,4576218515680178060,https://m.media-amazon.com/images/M/MV5BMTEwMTY5ODE5MDZeQTJeQWpwZ15BbWU3MDI1ODIyMzI@._V1_SX300.jpg
Movie,shimla mirchi,['ramesh sippy'],"rajkummar rao,tarun wadhwa,rakul preet singh,kiran juneja,hema malini,kamlesh gill,shakti kapoor,kanwaljeet singh",India,2020,TV-14,"comedy,international,romance",netflix,4.6,3323935031690416325,https://m.media-amazon.com/images/M/MV5BMjk3MzFkOGUtMDY4Ny00NzljLTliN2UtZGRhOGUxMTViYTc2XkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_SX300.jpg
Movie,bachelor girls,['shikha makan'],unknown,India,2016,TV-MA,"documentaries,international",netflix,7.3,8245484337570077275,https://m.media-amazon.com/images/M/MV5BNzUyZjBjNTItMTMyZS00NWNhLTgyMTMtYzVhY2NlNTYwYzU5XkEyXkFqcGdeQXVyMjEyMzE1MTI@._V1_SX300.jpg
Movie,the animal people,"['denis hennelly', 'casey suchan']",unknown,United States,2019,TV-MA,documentaries,netflix,7.8,5313116436832116706,https://m.media-amazon.com/images/M/MV5BNDMzOTQzN2ItOWFjNy00NWY0LWIxNGEtZTdlMDQ1MDVkOTFlXkEyXkFqcGdeQXVyMjc0NzkzNA@@._V1_SX300.jpg
Movie,"yes, god, yes",['karen maine'],"natalia dyer,timothy simons,wolfgang novogratz,francesca reale,susan blackwell,alisha boe,donna lynne champlin,parker wierling",United States,2020,R,"comedy,drama,independent",netflix,6.1,1988457392398499840,https://m.media-amazon.com/images/M/MV5BMjZjNzRjNmQtOGJlMS00NzVkLWFmYWQtYjIxMzJmYTkwMjhhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,bheeshma,['venky kudumula'],"nitin reddy,rashmika mandanna,sampath raj,jishu sengupta,anant nag",India,2020,TV-14,"action adventure,comedy,international",netflix,6.6,3866536478100219400,https://m.media-amazon.com/images/M/MV5BZTU2MDVlMjMtNGNkMC00ZmIzLTg4YjYtZTk0NmE5NjJhODZhXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg
Movie,sierra burgess is a loser,['ian samuels'],"shannon purser,kristine froseth,rj cyler,noah centineo,loretta devine,giorgia whigham,alice lee,lea thompson,alan ruck,mary pat gleason,chrissy metz",United States,2018,PG-13,"comedy,romance",netflix,5.8,14516833585977597143,https://m.media-amazon.com/images/M/MV5BMTU5Mjc4NTM2Ml5BMl5BanBnXkFtZTgwMjMzMzA5NTM@._V1_SX300.jpg
Movie,the master,['paul thomas anderson'],"joaquin phoenix,philip seymour hoffman,amy adams,laura dern,kevin j oconnor,jesse plemons,rami malek,christopher evan welch,madisen beaty,ambyr childers,price carson",United States,2012,R,"drama,independent",netflix,7.1,16904799720769928185,https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg
Movie,missing,['mukul abhyankar'],"tabu,manoj bajpayee,annu kapoor",India,2018,13+,"international,suspense",hotstar,7.1,1268974888132230472,https://m.media-amazon.com/images/M/MV5BMjAzYjUwNWUtYTYxOS00MTkzLWJkOTUtOTE4MTE4ODRmNGNhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg
Movie,harith iskander i told you so,['michael mckay'],harith iskander,United States,2018,TV-14,comedy,netflix,4.9,2656250577675418852,https://m.media-amazon.com/images/M/MV5BOWVkNDRiYjItN2RmZS00MDk1LTgwYTctNmVmMjZiMGQ5NDIzXkEyXkFqcGdeQXVyMzY3MDU4NDk@._V1_SX300.jpg
Movie,project power,"['henry joost', 'ariel schulman']","jamie foxx,joseph gordonlevitt,dominique fishback,rodrigo santoro,courtney b vance,amy landecker,machine gun kelly,tait fletcher,allen maldonado,andrene wardhammond",United States,2020,R,action adventure,netflix,6.0,14900150556366149031,https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg
Movie,mail dog,['charles nichols'],unknown,United States,1947,TV-G,"animation,comedy,family",hotstar,6.2,1080056055268536808,https://m.media-amazon.com/images/M/MV5BYTExMjZjOGItNGFkNC00MDEyLTk5MWYtMDE3MzVmNDNhZDk4XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_SX300.jpg
Movie,dhobi ghat mumbai diaries,['kiran rao'],"aamir khan,monica dogra,kriti malhotra,prateik babbar,aasha pawar,jyoti pawar,norma lobo,kitu gidwani,danish husain,jehan manekshaw",India,2010,TV-MA,"drama,international",netflix,1.0,11469757722795612176,url
Movie,andhadhun,['sriram raghavan'],"tabu,ayushmann khurrana,radhika apte,anil dhawan,manav vij,zakir hussain,ashwini kalsekar,chhaya kadam,pawan singh,kabir sajid",India,2018,TV-14,"comedy,drama,international",netflix,8.2,4900597292864031992,https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_SX300.jpg
Movie,lifted,['gary rydstrom'],unknown,United States,2006,G,"animation,comedy,family",hotstar,7.8,7495062732885458518,https://m.media-amazon.com/images/M/MV5BNDQxMTE5YjItMzA3Ni00MDQ1LWE2MWItM2ZjYWI1Y2I1NDFiXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
Movie,camp rock 2 the final jam,['paul hoen'],"demi lovato,joe jonas,nick jonas,kevin jonas,daniel fathers,daniel kash",United States,2010,TV-G,"coming of age,music,music",hotstar,5.2,11777939614354145714,https://m.media-amazon.com/images/M/MV5BODgyYTE1ZDgtYzE4MC00MzliLWI2MmQtZjEzZjA4ZGM2MGNjXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg
TV Show,race to the center of the earth,['unknown'],chris payne gilbert,United States,2021,TV-14,"action adventure,family,game show competition",hotstar,6.5,15474812076016399726,https://m.media-amazon.com/images/M/MV5BZTA4NTllNDYtNGYzNy00NzZiLWJlYjUtZDY0OWNiMWQ2NTlhXkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg
Movie,dirty 30,['andrew bush'],"mamrie hart,grace helbig,hannah hart",United States,2016,PG-13,comedy,hotstar,5.5,13845562126217940200,https://m.media-amazon.com/images/M/MV5BNzA0OTk5MDY5OF5BMl5BanBnXkFtZTgwMjMwOTgyOTE@._V1_SX300.jpg
TV Show,star wars blips,['unknown'],unknown,United States,2019,TV-Y7-FV,series,hotstar,6.1,9567552600598182231,https://m.media-amazon.com/images/M/MV5BZmUyNzhmM2YtMjEzNS00OTkzLThiZjgtMmU2ZDRmODA1OWFhXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_SX300.jpg
Movie,mighty joe young,['ron underwood'],"bill paxton,charlize theron,rade šerbedžija,regina king,peter firth,naveen andrews",United States,1998,PG,"action adventure,animals  nature,family",hotstar,5.7,716813435680392315,https://m.media-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_SX300.jpg
Movie,saath saath,['raman kumar'],"deepti naval,farooq shaikh,satish shah,iftekhar,ak hangal,neena gupta,avtar gill,javed khan",India,1982,TV-14,"drama,independent,international",netflix,7.4,9681584767766236666,https://m.media-amazon.com/images/M/MV5BZmY4NWNkOWQtY2MzNi00OWE2LWJjMTQtYTMyN2VhN2JjZjcyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Movie,kajraare,['pooja bhatt'],"himesh reshammiya,sara loren,amrita singh,gulshan grover,javed sheikh,adnan shah,natasha sinha,gaurav chanana,anupam shyam",India,2010,TV-14,"drama,international,music",netflix,3.0,2742944116863788973,https://m.media-amazon.com/images/M/MV5BMTZjNzdkM2ItNjYxNS00MzM1LWEwZGQtMzYxYjMxYTNlNGE1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,ek hasina thi,['sriram raghavan'],"saif ali khan,urmila matondkar,seema biswas,pratima kazmi,aditya srivastava,rasika joshi,madan joshi,seema adhikari",India,2004,TV-MA,"drama,international,thriller",netflix,7.5,2222576391759790462,https://m.media-amazon.com/images/M/MV5BYjhiZmZjYTAtY2M4Zi00YWMzLTg0YTctZjVhOTc0MjhkYTRhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,sultan and the rock star,['ed abroms'],"timothy hutton,ken swofford,bruce glover,ned romero,richard paul,pat delany",United States,1980,TV-PG,"action adventure,animals  nature,family",hotstar,1.0,11985477381173077883,url
Movie,gimme shelter,['ron krauss'],"vanessa hudgens,james earl jones,rosario dawson,ann dowd,stephanie szostak,emily meade,brendan fraser,dascha polanco",United States,2013,PG-13,"drama,independent",netflix,7.8,8068745053235737082,https://m.media-amazon.com/images/M/MV5BMDVjNmJiZjYtMDA5YS00N2IzLWI1NjktNjJlYjgzMTM2NDdjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg
Movie,the fault in our stars,['josh boone'],"shailene woodley,ansel elgort,laura dern,sam trammell,nat wolff,willem dafoe",United States,2014,PG-13,"coming of age,drama,romance",hotstar,7.7,8447722375326558906,https://m.media-amazon.com/images/M/MV5BNTVkMTFiZWItOTFkOC00YTc3LWFhYzQtZTg3NzAxZjJlNTAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
TV Show,life below zero,['unknown'],"chip hailstone,agnes hailstone,sue aikens,andy bassich",United States,2012,TV-14,"action adventure,animals  nature,docuseries",hotstar,7.9,9426641287092382032,https://m.media-amazon.com/images/M/MV5BMjAzMTU3MzQ0Ml5BMl5BanBnXkFtZTgwODcyNDEwMzE@._V1_SX300.jpg
Movie,american beauty,['sam mendes'],"kevin spacey,annette bening,thora birch,wes bentley,mena suvari,chris cooper,peter gallagher,allison janney,scott bakula,sam robards",United States,1999,R,drama,netflix,8.3,8567378366068051193,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
TV Show,7 seven,['nizar shafi'],"rahman,havish,regina cassandra,nandita swetha,anisha ambrose,tridha choudhury,pujitha ponnada,aditi arya",India,2019,TV-14,tv shows,netflix,9.2,17804508937367073937,
Movie,once in a lifetime sessions with noel gallagher,['charlie lightening'],noel gallagher,United States,2018,TV-MA,"documentaries,music",netflix,1.0,11168553108941083448,url
Movie,hard lessons,['eric laneuville'],"denzel washington,lynn whitfield,richard masur,akosua busia",United States,1986,TV-14,drama,netflix,,2626041042576891135,
Movie,c u soon,['mahesh narayan'],"fahadh faasil,darshana rajendran,roshan mathew,saiju kurup,mala parvathy",India,2020,16+,"drama,suspense",hotstar,7.7,4530110846376379442,https://m.media-amazon.com/images/M/MV5BNzkwMzgwODAtZmI1Zi00ZjcyLThkYTYtNTg0YTM3ZGRlNGQ3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg
Movie,my girl,['howard zieff'],"dan aykroyd,jamie lee curtis,macaulay culkin,anna chlumsky,richard masur,griffin dunne,ann nelson,peter michael goetz,jane hallaren,anthony r jones",United States,1991,PG-13,drama,netflix,6.9,8690331879244031614,https://m.media-amazon.com/images/M/MV5BYWM2ZDliNjItZTcxOC00NTY2LWE1ODctNzRhNGM3YWIyYjBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
Movie,freaky friday,['mark waters'],"jamie curtis,lindsay lohan,harold gould,chad murray,stephen tobolowsky,christina vidal",United States,2003,PG,"comedy,family,fantasy",hotstar,6.3,8760340904373319537,https://m.media-amazon.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,final destination,['james wong'],"devon sawa,ali larter,kerr smith,kristen cloke,seann william scott,tony todd,daniel roebuck,chad donella,roger guenveur smith,amanda detmer",United States,2000,R,"cult,horror,thriller",netflix,6.7,9436917173389233783,https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
TV Show,emilys wonder lab,['unknown'],"emily callandrelli,sky alexis,kennedi butler,arya darbahani,christopher farrar,alex jayne go,jayden langarcia,makenzie leefoster,tenz mccall,zaela rae,mason wells",United States,2020,TV-Y,kids,netflix,1.0,13724311651583702413,url
Movie,pocoyo halloween space halloween,['unknown'],"stephen fry,montana smedley",United States,2015,TV-Y,movies,netflix,,11260374245433722214,https://m.media-amazon.com/images/M/MV5BMjk3MGRkYmYtYjhiZS00YzkyLThjNGMtYTQwZTZmZmRlYzMyXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_SX300.jpg
Movie,the sea of trees,['gus van sant'],"matthew mcconaughey,naomi watts,ken watanabe,katie aselton,jordan gavaris",United States,2015,PG-13,drama,netflix,6.1,4827064227754182247,https://m.media-amazon.com/images/M/MV5BNDMyMTY0ODg2MV5BMl5BanBnXkFtZTgwNzI3OTY2OTE@._V1_SX300.jpg
TV Show,married at first sight,['unknown'],"viviana coles,calvin roberson,pepper schwartz",United States,2019,TV-14,"reality,romance",netflix,6.2,7784346233245007635,https://m.media-amazon.com/images/M/MV5BMzBhMjY1MmItYzg1NC00ODA0LWExOWUtNDc2MTA2NGQxY2MzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,miracle at midnight,['ken cameron'],"sam waterston,mia farrow,justin whalin,patrick malahide,benedick blythe",United States,1998,TV-14,"drama,historical",hotstar,7.0,16633183241208935031,https://m.media-amazon.com/images/M/MV5BMTI3NDU4MTI1OF5BMl5BanBnXkFtZTcwMjU0OTM0MQ@@._V1_SX300.jpg
Movie,john mulaney the comeback kid,['rhys thomas'],john mulaney,United States,2015,TV-MA,comedy,netflix,7.9,16172223751681485854,https://m.media-amazon.com/images/M/MV5BMDQ3NjU0NmQtYjgyZS00MzIzLWJjNDEtMWY5YjczYjc0MTMyXkEyXkFqcGdeQXVyMjI0MjUyNTc@._V1_SX300.jpg
Movie,accepted,['steve pink'],"justin long,jonah hill,adam herschman,columbus short,maria thayer,lewis black,blake lively,mark derwin,ann cusack,robin lord taylor,hannah marks,anthony heald",United States,2006,PG-13,comedy,netflix,6.4,6262548977834014929,https://m.media-amazon.com/images/M/MV5BMTkzNzY5OTc3Nl5BMl5BanBnXkFtZTcwNjE4NDQzMQ@@._V1_SX300.jpg
Movie,barbie in rock n royals,['karen j lloyd'],"kelly sheridan,chiara zanni,bethany brown,devyn dalton,michael dobson,brynna drummond,rachel harrison,alessandro juliani,peter kelamis,omari newton,ingrid nilson,nicole oliver,shaun smyth,kira tozer",United States,2015,TV-Y,family,netflix,5.9,13024131835024977167,https://m.media-amazon.com/images/M/MV5BNjhjYWZlNDctZGE3MS00NDYzLThmNDctZDc1ZGRkY2FlZWU1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
Movie,aamhi doghi,['pratima joshi'],"priya bapat,mukta barve,krutik mazire,bhushan pradhan",India,2018,ALL,"drama,international",hotstar,7.6,4499385123301989610,https://m.media-amazon.com/images/M/MV5BZTc2NTNlNTgtM2Y3My00ODcyLWFhNjItM2RiNjg0MGIwMjM5XkEyXkFqcGdeQXVyNjY5NTQyMTA@._V1_SX300.jpg
